Edition	Footnote	Type	Designation							A 	d	tw	tw/2	bf	tf	T	k	k1	W	bf/2tf	h/tw	Fy'''	X1	X2x106	Ix	Zx	Sx	rx	y	yp	Iy	Zy	Sy	ry	x	xp	rz	maxf	Grip	eo	Qs36	Qs50	Qs36c	Qs50c	Qs36s	Qs50s	Astem	tan(a)	twstem	twstem/2	OD	ID	twall	J	t	Iy'	Sy'	ry'	sched	Anet36	d1A36	IxA36	SxA36	rxA36	y1A36	ryA36	AnetASTM	d1ASTM	IxASTM	SxASTM	rxASTM	y1ASTM	ryASTM	d/t	ry0	ry1_4	ry3_8	ry1_2	ry5_8	ry3_4	d/Af	rT	Fy''	Cw	Fy'	Cc50'	Cc36'	a	Wno	Sw	Qf	Qw	B	Ht / t	Ht	tnom	tdes	b / t	C	ro	H	ddet	bfdet	twdet	tfdet	kdes	kdet	B/t	Sz	Qs
LRFD2		L	L3-1/2x3x1/2							3	3.5	0		0	0		0		10.2	0	0	0	0	0	3.45	2.63	1.45	1.07	1.13	0.5	2.33	1.98	1.1	0.881	0.875	0.429	0.621			0											0	0		0.26	0.5																			0										0.19					0	0	0	0	3	0	0	0	0	0	0	1.76	0									
LRFD2		L	L3-1/2x3x3/8							2.3	3.5	0		0	0		0		7.9	0	0	0	0	0	2.72	2.04	1.13	1.09	1.08	0.438	1.85	1.53	0.851	0.897	0.83	0.328	0.625			0											0	0		0.114	0.375																			0										0.09					0	0	0	0	3	0	0	0	0	0	0	1.79	0									
LRFD2		L	L3-1/2x3x5/16							1.93	3.5	0		0	0		0		6.6	0	0	0	0	0	2.33	1.73	0.954	1.1	1.06	0.406	1.58	1.3	0.722	0.905	0.808	0.276	0.627			0											0	0		0.068	0.3125																			0										0.05					0	0	0	0	3	0	0	0	0	0	0	1.81	0									
LRFD2		L	L3-1/2x3x1/4							1.56	3.5	0		0	0		0		5.4	0	0	0	0	0	1.91	1.41	0.776	1.11	1.04	0.375	1.3	1.05	0.589	0.914	0.785	0.223	0.631			0											0	0		0.036	0.25																			0										0.03					0	0	0	0	3	0	0	0	0	0	0	1.83	0									
LRFD2		L	L3-1/2x2-1/2x1/2							2.75	3.5	0		0	0		0		9.4	0	0	0	0	0	3.24	2.53	1.41	1.09	1.2	0.75	1.36	1.4	0.76	0.704	0.705	0.393	0.534			0											0	0		0.234	0.5																			0										0.16					0	0	0	0	2.5	0	0	0	0	0	0	1.67	0									
LRFD2		L	L3-1/2x2-1/2x3/8							2.11	3.5	0		0	0		0		7.2	0	0	0	0	0	2.56	1.97	1.09	1.1	1.16	0.688	1.09	1.07	0.592	0.719	0.66	0.301	0.537			0											0	0		0.103	0.375																			0										0.07					0	0	0	0	2.5	0	0	0	0	0	0	1.7	0									
LRFD2		L	L3-1/2x2-1/2x1/4							1.44	3.5	0		0	0		0		4.9	0	0	0	0	0	1.8	1.36	0.755	1.12	1.11	0.625	0.777	0.735	0.412	0.735	0.614	0.205	0.544			0											0	0		0.032	0.25																			0										0.02					0	0	0	0	2.5	0	0	0	0	0	0	1.73	0									
LRFD2		L	L3x3x1/2							2.75	3	0		0	0		0		9.4	0	0	0	0	0	2.22	1.93	1.07	0.898	0.932	0.458	2.22	1.93	1.07	0.898	0.932	0.458	0.584			0											0	0		0.234	0.5																			0										0.14					0	0	0	0	3	0	0	0	0	0	0	1.6	0.634									
LRFD2		L	L3x3x7/16							2.43	3	0		0	0		0		8.3	0	0	0	0	0	1.99	1.72	0.954	0.905	0.91	0.406	1.99	1.72	0.954	0.905	0.91	0.406	0.585			0											0	0		0.16	0.4375																			0										0.1					0	0	0	0	3	0	0	0	0	0	0	1.61	0.632									
LRFD2		L	L3x3x3/8							2.11	3	0		0	0		0		7.2	0	0	0	0	0	1.76	1.5	0.833	0.913	0.888	0.352	1.76	1.5	0.833	0.913	0.888	0.352	0.587			0											0	0		0.103	0.375																			0										0.07					0	0	0	0	3	0	0	0	0	0	0	1.63	0.629									
LRFD2		L	L3x3x5/16							1.78	3	0		0	0		0		6.1	0	0	0	0	0	1.51	1.27	0.707	0.922	0.865	0.296	1.51	1.27	0.707	0.922	0.865	0.296	0.589			0											0	0		0.061	0.3125																			0										0.04					0	0	0	0	3	0	0	0	0	0	0	1.65	0.628									
LRFD2		L	L3x3x1/4							1.44	3	0		0	0		0		4.9	0	0	0	0	0	1.24	1.04	0.577	0.93	0.842	0.24	1.24	1.04	0.577	0.93	0.842	0.24	0.592			0											0	0		0.032	0.25																			0										0.02					0	0	0	0	3	0	0	0	0	0	0	1.66	0.627									
LRFD2		L	L3x3x3/16							1.09	3	0		0	0		0		3.71	0	0	0	0	0	0.962	0.794	0.441	0.939	0.82	0.182	0.962	0.794	0.441	0.939	0.82	0.182	0.596			0											0	0		0.014	0.1875																			0										0.01					0	0	0	0	3	0	0	0	0	0	0	1.68	0.626									
LRFD2		L	L3x2-1/2x1/2							2.5	3	0		0	0		0		8.5	0	0	0	0	0	2.08	1.88	1.04	0.913	1	0.5	1.3	1.35	0.744	0.722	0.75	0.417	0.52			0											0	0		0.213	0.5																			0										0.11					0	0	0	0	2.5	0	0	0	0	0	0	1.47	0									
LRFD2		L	L3x2-1/2x3/8							1.92	3	0		0	0		0		6.6	0	0	0	0	0	1.66	1.47	0.81	0.928	0.956	0.438	1.04	1.05	0.581	0.736	0.706	0.32	0.522			0											0	0		0.094	0.375																			0										0.05					0	0	0	0	2.5	0	0	0	0	0	0	1.5	0									
LRFD2		L	L3x2-1/2x5/16							1.62	3	0		0	0		0		5.6	0	0	0	0	0	1.42	1.25	0.688	0.937	0.933	0.406	0.898	0.889	0.494	0.744	0.683	0.27	0.525			0											0	0		0.056	0.3125																			0										0.03					0	0	0	0	2.5	0	0	0	0	0	0	1.52	0									
LRFD2		L	L3x2-1/2x1/4							1.31	3	0		0	0		0		4.5	0	0	0	0	0	1.17	1.02	0.561	0.945	0.911	0.375	0.743	0.724	0.404	0.753	0.661	0.219	0.528			0											0	0		0.03	0.25																			0										0.02					0	0	0	0	2.5	0	0	0	0	0	0	1.54	0									
LRFD2		L	L3x2-1/2x3/16							0.996	3	0		0	0		0		3.39	0	0	0	0	0	0.907	0.781	0.43	0.954	0.888	0.344	0.577	0.553	0.31	0.761	0.638	0.166	0.533			0											0	0		0.013	0.1875																			0										0.01					0	0	0	0	2.5	0	0	0	0	0	0	1.55	0									
LRFD2		L	L3x2x1/2							2.25	3	0		0	0		0		7.7	0	0	0	0	0	1.92	1.78	1	0.924	1.08	0.75	0.672	0.891	0.474	0.546	0.583	0.375	0.428			0											0	0		0.192	0.5																			0										0.09					0	0	0	0	2	0	0	0	0	0	0	1.4	0									
LRFD2		L	L3x2x3/8							1.73	3	0		0	0		0		5.9	0	0	0	0	0	1.53	1.4	0.781	0.94	1.04	0.688	0.543	0.684	0.371	0.559	0.539	0.289	0.43			0											0	0		0.086	0.375																			0										0.04					0	0	0	0	2	0	0	0	0	0	0	1.43	0									
LRFD2		L	L3x2x5/16							1.46	3	0		0	0		0		5	0	0	0	0	0	1.32	1.19	0.664	0.948	1.02	0.656	0.47	0.577	0.317	0.567	0.516	0.244	0.432			0											0	0		0.051	0.3125																			0										0.02					0	0	0	0	2	0	0	0	0	0	0	1.45	0									
LRFD2		L	L3x2x1/4							1.19	3	0		0	0		0		4.1	0	0	0	0	0	1.09	0.973	0.542	0.957	0.993	0.625	0.392	0.468	0.26	0.574	0.493	0.198	0.435			0											0	0		0.027	0.25																			0										0.01					0	0	0	0	2	0	0	0	0	0	0	1.46	0									
LRFD2		L	L3x2x3/16							0.902	3	0		0	0		0		3.07	0	0	0	0	0	0.842	0.746	0.415	0.966	0.97	0.594	0.307	0.357	0.2	0.583	0.47	0.15	0.439			0											0	0		0.012	0.1875																			0										0.01					0	0	0	0	2	0	0	0	0	0	0	1.48	0									
LRFD2		L	L2-1/2x2-1/2x1/2							2.25	2.5	0		0	0		0		7.7	0	0	0	0	0	1.23	1.31	0.724	0.739	0.806	0.45	1.23	1.31	0.724	0.739	0.806	0.45	0.487			0											0	0		0.185	0.5																			0										0.08					0	0	0	0	2.5	0	0	0	0	0	0	1.31	0.639									
LRFD2		L	L2-1/2x2-1/2x3/8							1.73	2.5	0		0	0		0		5.9	0	0	0	0	0	0.984	1.02	0.566	0.753	0.762	0.347	0.984	1.02	0.566	0.753	0.762	0.347	0.487			0											0	0		0.082	0.375																			0										0.04					0	0	0	0	2.5	0	0	0	0	0	0	1.34	0.632									
LRFD2		L	L2-1/2x2-1/2x5/16							1.46	2.5	0		0	0		0		5	0	0	0	0	0	0.849	0.869	0.482	0.761	0.74	0.293	0.849	0.869	0.482	0.761	0.74	0.293	0.489			0											0	0		0.048	0.3125																			0										0.02					0	0	0	0	2.5	0	0	0	0	0	0	1.36	0.63									
LRFD2		L	L2-1/2x2-1/2x1/4							1.19	2.5	0		0	0		0		4.1	0	0	0	0	0	0.703	0.711	0.394	0.769	0.717	0.238	0.703	0.711	0.394	0.769	0.717	0.238	0.491			0											0	0		0.025	0.25																			0										0.01					0	0	0	0	2.5	0	0	0	0	0	0	1.37	0.628									
LRFD2		L	L2-1/2x2-1/2x3/16							0.902	2.5	0		0	0		0		3.07	0	0	0	0	0	0.547	0.545	0.303	0.778	0.694	0.18	0.547	0.545	0.303	0.778	0.694	0.18	0.495			0											0	0		0.011	0.1875																			0										0.01					0	0	0	0	2.5	0	0	0	0	0	0	1.39	0.627									
LRFD2		L	L2-1/2x2x3/8							1.55	2.5	0		0	0		0		5.3	0	0	0	0	0	0.912	0.986	0.547	0.768	0.831	0.438	0.514	0.66	0.363	0.577	0.581	0.309	0.42			0											0	0		0.073	0.375																			0										0.03					0	0	0	0	2	0	0	0	0	0	0	1.22	0									
LRFD2		L	L2-1/2x2x5/16							1.31	2.5	0		0	0		0		4.5	0	0	0	0	0	0.788	0.843	0.466	0.776	0.809	0.406	0.446	0.561	0.31	0.584	0.559	0.262	0.422			0											0	0		0.043	0.3125																			0										0.02					0	0	0	0	2	0	0	0	0	0	0	1.24	0									
LRFD2		L	L2-1/2x2x1/4							1.06	2.5	0		0	0		0		3.62	0	0	0	0	0	0.654	0.691	0.381	0.784	0.787	0.375	0.372	0.457	0.254	0.592	0.537	0.213	0.424			0											0	0		0.023	0.25																			0										0.01					0	0	0	0	2	0	0	0	0	0	0	1.25	0									
LRFD2		L	L2-1/2x2x3/16							0.809	2.5	0		0	0		0		2.75	0	0	0	0	0	0.509	0.532	0.293	0.793	0.764	0.344	0.291	0.35	0.196	0.6	0.514	0.162	0.427			0											0	0		0.01	0.1875																			0										0					0	0	0	0	2	0	0	0	0	0	0	1.27	0									
LRFD2		L	L2x2x3/8							1.36	2	0		0	0		0		4.7	0	0	0	0	0	0.479	0.633	0.351	0.594	0.636	0.34	0.479	0.633	0.351	0.594	0.636	0.34	0.389			0											0	0		0.064	0.375																			0										0.02					0	0	0	0	2	0	0	0	0	0	0	1.05	0.637									
LRFD2		L	L2x2x5/16							1.15	2	0		0	0		0		3.92	0	0	0	0	0	0.416	0.541	0.3	0.601	0.614	0.288	0.416	0.541	0.3	0.601	0.614	0.288	0.39			0											0	0		0.038	0.3125																			0										0.01					0	0	0	0	2	0	0	0	0	0	0	1.07	0.633									
LRFD2		L	L2x2x1/4							0.938	2	0		0	0		0		3.19	0	0	0	0	0	0.348	0.445	0.247	0.609	0.592	0.234	0.348	0.445	0.247	0.609	0.592	0.234	0.391			0											0	0		0.02	0.25																			0										0.01					0	0	0	0	2	0	0	0	0	0	0	1.09	0.63									
LRFD2		L	L2x2x3/16							0.715	2	0		0	0		0		2.44	0	0	0	0	0	0.272	0.343	0.19	0.617	0.569	0.179	0.272	0.343	0.19	0.617	0.569	0.179	0.394			0											0	0		0.009	0.1875																			0										0					0	0	0	0	2	0	0	0	0	0	0	1.1	0.628									
LRFD2		L	L2x2x1/8							0.484	2	0		0	0		0		1.65	0	0	0	0	0	0.19	0.235	0.131	0.626	0.546	0.121	0.19	0.235	0.131	0.626	0.546	0.121	0.398			0											0	0		0.003	0.125																			0										0					0	0	0	0	2	0	0	0	0	0	0	1.12	0.626									
LRFD2		WT	WT22x167.5							49.1	22.01	1.02		15.95	1.77		2.5625		167.5	0	19.1	0	0	0	2160	233	131	6.63	5.51	1.54	600	118	75.3	3.5	0	0	0			0											0	0		37.2	0																			0										434					0	0	0	0	0	0	0	0	0	0	0	8.81	0.724									
LRFD2		WT	WT22x145							42.9	21.81	0.87		15.83	1.58		2.375		145	0	22.3	0	0	0	1840	197	111	6.55	5.27	1.35	524	103	66.1	3.49	0	0	0			0											0	0		25.7	0																			0										279					0	0	0	0	0	0	0	0	0	0	0	8.67	0.733									
LRFD2		WT	WT22x131							38.6	21.655	0.79		15.75	1.42		2.1875		131	0	24.6	0	0	0	1650	177	100	6.53	5.2	1.23	463	91.4	58.8	3.46	0	0	0			0											0	0		18.9	0																			0										204					0	0	0	0	0	0	0	0	0	0	0	8.65	0.731									
LRFD2		WT	WT22x115							33.8	21.455	0.71		15.75	1.22		2		115	0	27.4	0	0	0	1440	157	88.6	6.53	5.17	1.07	398	78.4	50.5	3.43	0	0	0			0											0	0		12.4	0																			0										139					0	0	0	0	0	0	0	0	0	0	0	8.67	0.723									
LRFD2		WT	WT20x296.5							87	21.495	1.79		16.69	3.23		4.4375		296.5	0	9.5	0	0	0	3300	379	209	6.16	5.67	2.61	1260	240	151	3.81	0	0	0			0											0	0		223	0																			0										2340					0	0	0	0	0	0	0	0	0	0	0	8.3	0.761									
LRFD2		WT	WT20x251.5							74	21.025	1.54		16.42	2.76		3.9375		251.5	0	11.1	0	0	0	2730	315	175	6.07	5.39	2.25	1020	197	125	3.72	0	0	0			0											0	0		140	0																			0										1420					0	0	0	0	0	0	0	0	0	0	0	8.17	0.76									
LRFD2		WT	WT20x215.5							63.4	20.63	1.34		16.22	2.36		3.5625		215.5	0	12.8	0	0	0	2290	266	148	6.01	5.18	1.95	843	164	104	3.65	0	0	0			0											0	0		88.5	0																			0										881					0	0	0	0	0	0	0	0	0	0	0	8.09	0.756									
LRFD2		WT	WT20x186							54.7	20.315	1.16		16.06	2.05		3.25		186	0	14.7	0	0	0	1930	225	126	5.95	4.97	1.7	710	139	88.5	3.6	0	0	0			0											0	0		58.2	0																			0										559					0	0	0	0	0	0	0	0	0	0	0	8	0.756									
LRFD2		WT	WT20x160.5							47	20.04	1		15.91	1.77		2.9375		160.5	0	17.1	0	0	0	1630	191	107	5.89	4.79	1.48	596	117	74.9	3.56	0	0	0			0											0	0		37.7	0																			0										350					0	0	0	0	0	0	0	0	0	0	0	7.92	0.756									
LRFD2		WT	WT20x148.5							43.7	19.92	0.93		15.825	1.65		3.0625		148.5	0	18.4	0	0	0	1500	176	98.9	5.87	4.71	1.38	546	108	69.1	3.54	0	0	0			0											0	0		30.6	0																			0										279					0	0	0	0	0	0	0	0	0	0	0	7.88	0.756									
LRFD2		WT	WT20x138.5							40.7	19.845	0.83		15.83	1.575		2.75		138.5	0	20.6	0	0	0	1360	157	88.6	5.78	4.51	1.28	522	102	65.9	3.58	0	0	0			0											0	0		25.8	0																			0										218					0	0	0	0	0	0	0	0	0	0	0	7.75	0.77									
LRFD2		WT	WT20x124.5							36.7	19.69	0.75		15.75	1.42		2.625		124.5	0	22.8	0	0	0	1210	140	79.3	5.75	4.41	1.16	463	91	58.8	3.56	0	0	0			0											0	0		19.1	0																			0										158					0	0	0	0	0	0	0	0	0	0	0	7.71	0.77									
LRFD2		WT	WT20x107.5							31.7	19.49	0.65		15.75	1.22		2.375		107.5	0	26.3	0	0	0	1030	120	68	5.72	4.28	1	398	77.9	50.5	3.55	0	0	0			0											0	0		12.4	0																			0										101					0	0	0	0	0	0	0	0	0	0	0	7.66	0.77									
LRFD2		WT	WT20x99.5							29.2	19.335	0.65		15.75	1.065		2.25		99.5	0	26.3	0	0	0	987	117	66.4	5.81	4.48	0.927	347	68.3	44.1	3.45	0	0	0			0											0	0		9.14	0																			0										83.5					0	0	0	0	0	0	0	0	0	0	0	7.83	0.746									
LRFD2		WT	WT20x87							25.5	19.1	0.65		15.75	0.83		2		87	0	26.3	0	0	0	907	114	63.8	5.96	4.87	0.811	271	53.8	34.4	3.26	0	0	0			0											0	0		5.6	0																			0										65.3					0	0	0	0	0	0	0	0	0	0	0	8.12	0.699									
LRFD2		WT	WT20x233							68.4	21.22	1.67		12.64	2.95		4.125		233	0	10.2	0	0	0	2770	333	185	6.36	6.22	2.71	504	131	79.8	2.72	0	0	0			0											0	0		139	0																			0										1360					0	0	0	0	0	0	0	0	0	0	0	8.39	0.68									
LRFD2		WT	WT20x196							57.7	20.785	1.42		12.36	2.52		3.6875		196	0	12	0	0	0	2270	276	153	6.28	5.95	2.33	401	106	65	2.64	0	0	0			0											0	0		86.1	0																			0										802					0	0	0	0	0	0	0	0	0	0	0	8.27	0.678									
LRFD2		WT	WT20x165.5							48.8	20.395	1.22		12.17	2.13		3.3125		165.5	0	14	0	0	0	1880	231	128	6.21	5.74	2.01	323	86.2	53.1	2.57	0	0	0			0											0	0		53	0																			0										485					0	0	0	0	0	0	0	0	0	0	0	8.19	0.674									
LRFD2		WT	WT20x139							40.9	20.08	1.02		11.97	1.81		3		139	0	16.8	0	0	0	1540	190	106	6.14	5.5	1.71	261	70	43.6	2.52	0	0	0			0											0	0		32.4	0																			0										278					0	0	0	0	0	0	0	0	0	0	0	8.07	0.676									
LRFD2		WT	WT20x132							38.8	20	0.96		11.93	1.73		2.9375		132	0	17.8	0	0	0	1450	178	99.3	6.11	5.4	1.63	246	66.2	41.3	2.52	0	0	0			0											0	0		28	0																			0										233					0	0	0	0	0	0	0	0	0	0	0	8.02	0.68									
LRFD2		WT	WT20x117.5							34.5	19.845	0.83		11.89	1.575		2.75		117.5	0	20.6	0	0	0	1260	153	85.6	6.04	5.17	1.45	222	59.2	37.3	2.54	0	0	0			0											0	0		20.6	0																			0										156					0	0	0	0	0	0	0	0	0	0	0	7.88	0.69									
LRFD2		WT	WT20x105.5							31	19.685	0.75		11.81	1.415		2.625		105.5	0	22.8	0	0	0	1120	137	76.7	6.01	5.08	1.31	195	52.3	33	2.51	0	0	0			0											0	0		15.2	0																			0										113					0	0	0	0	0	0	0	0	0	0	0	7.84	0.69									
LRFD2		WT	WT20x91.5							26.9	19.49	0.65		11.81	1.22		2.375		91.5	0	26.3	0	0	0	957	117	65.8	5.97	4.94	1.14	168	44.8	28.5	2.5	0	0	0			0											0	0		10	0																			0										72.1					0	0	0	0	0	0	0	0	0	0	0	7.79	0.691									
LRFD2		WT	WT20x83.5							24.6	19.295	0.65		11.81	1.025		2.1875		83.5	0	26.3	0	0	0	898	115	63.7	6.05	5.2	1.04	141	38	23.9	2.4	0	0	0			0											0	0		7.01	0																			0										62.9					0	0	0	0	0	0	0	0	0	0	0	8.02	0.658									
LRFD2		WT	WT20x74.5							21.9	19.1	0.63		11.81	0.83		2		74.5	0	27.1	0	0	0	815	108	59.7	6.1	5.45	1.82	115	31.1	19.4	2.29	0	0	0			0											0	0		4.68	0																			0										51.9					0	0	0	0	0	0	0	0	0	0	0	8.24	0.626									
LRFD2		WT	WT18x424							125	21.225	2.52		18.13	4.53		5.6875		424	0	6.3	0	0	0	4250	515	277	5.84	5.86	3.43	2270	399	251	4.27	0	0	0			0											0	0		622	0																			0										6880					0	0	0	0	0	0	0	0	0	0	0	8.08	0.802									
LRFD2		WT	WT18x399							117	20.985	2.38		17.99	4.29		5.4375		399	0	6.6	0	0	0	3920	478	257	5.79	5.72	3.25	2100	371	234	4.24	0	0	0			0											0	0		527	0																			0										5700					0	0	0	0	0	0	0	0	0	0	0	8.02	0.801									
LRFD2		WT	WT18x325							95	20.235	1.97		17.575	3.54		4.6875		325	0	8	0	0	0	3020	373	202	5.64	5.29	2.7	1610	290	184	4.12	0	0	0			0											0	0		295	0																			0										3010					0	0	0	0	0	0	0	0	0	0	0	7.82	0.797									
LRFD2		WT	WT18x263.5							77	19.605	1.61		17.22	2.91		4.0625		263.5	0	9.8	0	0	0	2330	290	159	5.5	4.89	2.24	1240	227	145	4.02	0	0	0			0											0	0		163	0																			0										1570					0	0	0	0	0	0	0	0	0	0	0	7.63	0.797									
LRFD2		WT	WT18x219.5							64	19.13	1.36		16.965	2.44		3.5625		219.5	0	11.6	0	0	0	1880	235	130	5.42	4.63	1.89	997	184	117	3.95	0	0	0			0											0	0		96.7	0																			0										894					0	0	0	0	0	0	0	0	0	0	0	7.52	0.794									
LRFD2		WT	WT18x196.5							57.5	18.9	1.22		16.83	2.2		3.3125		196.5	0	12.9	0	0	0	1660	207	115	5.37	4.46	1.71	877	162	104	3.9	0	0	0			0											0	0		70.7	0																			0										637					0	0	0	0	0	0	0	0	0	0	0	7.44	0.796									
LRFD2		WT	WT18x179.5							52.7	18.7	1.12		16.73	2.01		3.125		179.5	0	14.1	0	0	0	1500	187	104	5.33	4.33	1.58	786	146	94	3.86	0	0	0			0											0	0		54.3	0																			0										480					0	0	0	0	0	0	0	0	0	0	0	7.38	0.797									
LRFD2		WT	WT18x164							48.2	18.545	1.02		16.63	1.85		3		164	0	15.4	0	0	0	1350	168	94.1	5.29	4.21	1.45	711	132	85.5	3.84	0	0	0			0											0	0		42.1	0																			0										363					0	0	0	0	0	0	0	0	0	0	0	7.32	0.799									
LRFD2		WT	WT18x150							44.1	18.37	0.945		16.655	1.68		2.8125		150	0	16.7	0	0	0	1230	153	86.1	5.27	4.13	1.33	648	120	77.8	3.83	0	0	0			0											0	0		32	0																			0										278					0	0	0	0	0	0	0	0	0	0	0	7.3	0.797									
LRFD2		WT	WT18x140							41.2	18.26	0.885		16.595	1.57		2.6875		140	0	17.8	0	0	0	1140	142	80	5.25	4.07	1.24	599	112	72.2	3.81	0	0	0			0											0	0		26.2	0																			0										226					0	0	0	0	0	0	0	0	0	0	0	7.27	0.796									
LRFD2		WT	WT18x130							38.2	18.13	0.84		16.55	1.44		2.5625		130	0	18.7	0	0	0	1060	133	75.1	5.26	4.05	1.16	545	102	65.9	3.78	0	0	0			0											0	0		20.7	0																			0										181					0	0	0	0	0	0	0	0	0	0	0	7.28	0.791									
LRFD2		WT	WT18x122.5							36	18.04	0.8		16.51	1.35		2.5		122.5	0	19.7	0	0	0	995	125	71	5.26	4.03	1.09	507	94.9	61.4	3.75	0	0	0			0											0	0		17.3	0																			0										151					0	0	0	0	0	0	0	0	0	0	0	7.28	0.788									
LRFD2		WT	WT18x115							33.8	17.95	0.76		16.47	1.26		2.375		115	0	20.7	0	0	0	934	118	67	5.25	4.01	1.03	470	88.1	57.1	3.73	0	0	0			0											0	0		14.3	0																			0										125					0	0	0	0	0	0	0	0	0	0	0	7.27	0.784									
LRFD2		WT	WT18x128							37.7	18.715	0.96		12.215	1.73		2.625		128	0	16.9	0	0	0	1200	156	87.4	5.66	4.92	1.54	264	68.6	43.2	2.65	0	0	0			0											0	0		26.6	0																			0										205					0	0	0	0	0	0	0	0	0	0	0	7.43	0.703									
LRFD2		WT	WT18x116							34.1	18.56	0.87		12.12	1.57		2.5		116	0	18.7	0	0	0	1080	140	78.5	5.63	4.82	1.4	234	61	38.6	2.62	0	0	0			0											0	0		19.8	0																			0										151					0	0	0	0	0	0	0	0	0	0	0	7.4	0.703									
LRFD2		WT	WT18x105							30.9	18.345	0.83		12.18	1.36		2.3125		105	0	19.6	0	0	0	985	131	73.1	5.65	4.87	1.27	206	53.5	33.8	2.58	0	0	0			0											0	0		13.9	0																			0										119					0	0	0	0	0	0	0	0	0	0	0	7.49	0.687									
LRFD2		WT	WT18x97							28.5	18.245	0.765		12.115	1.26		2.1875		97	0	21.2	0	0	0	901	120	67	5.62	4.8	1.18	187	48.9	30.9	2.56	0	0	0			0											0	0		11.1	0																			0										92.7					0	0	0	0	0	0	0	0	0	0	0	7.45	0.687									
LRFD2		WT	WT18x91							26.8	18.165	0.725		12.075	1.18		2.125		91	0	22.4	0	0	0	845	113	63.1	5.62	4.77	1.11	174	45.4	28.8	2.55	0	0	0			0											0	0		9.19	0																			0										77.6					0	0	0	0	0	0	0	0	0	0	0	7.45	0.686									
LRFD2		WT	WT18x85							25	18.085	0.68		12.03	1.1		2		85	0	23.9	0	0	0	786	105	58.9	5.61	4.73	1.04	160	41.9	26.6	2.53	0	0	0			0											0	0		7.51	0																			0										63.2					0	0	0	0	0	0	0	0	0	0	0	7.44	0.684									
LRFD2		WT	WT18x80							23.5	18.005	0.65		12	1.02		1.9375		80	0	25	0	0	0	740	100	55.8	5.61	4.74	0.98	147	38.6	24.6	2.5	0	0	0			0											0	0		6.17	0																			0										53.6					0	0	0	0	0	0	0	0	0	0	0	7.46	0.678									
LRFD2		WT	WT18x75							22.1	17.925	0.625		11.975	0.94		1.875		75	0	26	0	0	0	698	95.5	53.1	5.62	4.78	0.924	135	35.5	22.5	2.47	0	0	0			0											0	0		5.04	0																			0										46					0	0	0	0	0	0	0	0	0	0	0	7.5	0.67									
LRFD2		WT	WT18x67.5							19.9	17.775	0.6		11.95	0.79		1.6875		67.5	0	27.1	0	0	0	637	94.3	49.7	5.66	4.96	1.24	113	29.8	18.9	2.38	0	0	0			0											0	0		3.48	0																			0										37.3					0	0	0	0	0	0	0	0	0	0	0	7.65	0.644									
LRFD2		WT	WT16.5x177							52.1	17.775	1.16		16.1	2.09		2.875		177	0	12.9	0	0	0	1320	174	96.8	5.03	4.16	1.62	729	141	90.6	3.74	0	0	0			0											0	0		57.2	0																			0										468					0	0	0	0	0	0	0	0	0	0	0	7	0.802									
LRFD2		WT	WT16.5x159							46.7	17.58	1.04		15.985	1.89		2.6875		159	0	14.4	0	0	0	1160	154	85.8	4.99	4.02	1.46	645	125	80.7	3.71	0	0	0			0											0	0		42.1	0																			0										335					0	0	0	0	0	0	0	0	0	0	0	6.94	0.803									
LRFD2		WT	WT16.5x145.5							42.8	17.42	0.96		15.905	1.73		2.5625		145.5	0	15.6	0	0	0	1050	140	78.3	4.97	3.94	1.34	581	113	73.1	3.69	0	0	0			0											0	0		32.4	0																			0										256					0	0	0	0	0	0	0	0	0	0	0	6.9	0.801									
LRFD2		WT	WT16.5x131.5							38.7	17.265	0.87		15.805	1.57		2.375		131.5	0	17.2	0	0	0	943	125	70.2	4.94	3.84	1.22	517	101	65.5	3.66	0	0	0			0											0	0		24.2	0																			0										188					0	0	0	0	0	0	0	0	0	0	0	6.86	0.802									
LRFD2		WT	WT16.5x120.5							35.4	17.09	0.83		15.86	1.4		2.1875		120.5	0	18.1	0	0	0	871	116	65.8	4.96	3.85	1.12	466	90.9	58.8	3.63	0	0	0			0											0	0		17.9	0																			0										146					0	0	0	0	0	0	0	0	0	0	0	6.91	0.792									
LRFD2		WT	WT16.5x110.5							32.5	16.965	0.775		15.805	1.275		2.0625		110.5	0	19.3	0	0	0	799	107	60.8	4.96	3.81	1.03	420	82.1	53.2	3.59	0	0	0			0											0	0		13.7	0																			0										113					0	0	0	0	0	0	0	0	0	0	0	6.9	0.788									
LRFD2		WT	WT16.5x100.5							29.5	16.84	0.715		15.745	1.15		1.9375		100.5	0	21	0	0	0	725	97.7	55.5	4.95	3.78	0.938	375	73.4	47.6	3.56	0	0	0			0											0	0		10.2	0																			0										84.9					0	0	0	0	0	0	0	0	0	0	0	6.89	0.784									
LRFD2		WT	WT16.5x84.5							24.8	16.91	0.67		11.5	1.22		2.0625		84.5	0	22.4	0	0	0	649	90.8	51.1	5.12	4.21	1.08	155	42.2	27	2.5	0	0	0			0											0	0		8.83	0																			0										55.4					0	0	0	0	0	0	0	0	0	0	0	6.74	0.714									
